Name,Team,POS,ADP,IP,mERA,mWHIP,mSO,mQS,mSVHLD,PTS,aPOS,Dollars,PlayerId
"Jeffrey Springs","TBR","SP",166.47999572753906,140.766,-4.785773883712165,-3.137777276550738,1.43755469705593,3.5146103742023755,-5.6090416211510945,-8.58042771015569,14.737972710292768,7.157545000137079,"17677"
"Kodai Senga","NYM","SP",189.6199951171875,155.744,-4.976144293119973,-8.098819652328489,5.451839602733367,4.318230632130307,-5.280181330953666,-8.585075041538454,14.737972710292768,7.152897668754314,"31838"
"Jalen Beeks","TBR","RP",720.1699829101562,63,2.725053181756631,-0.7022811087762008,-5.924258776821498,-5.753388976757579,3.713890353933172,-5.940985326665475,11.882027289707361,6.9410419630418865,"17192"
"Cristian Javier","HOU","SP",58.900001525878906,168.273,-12.292576155971984,-4.4576436584825725,8.162346455709823,5.278992705390115,-5.6090416211510945,-8.917922274505713,14.737972710292768,6.820050435787057,"17606"
"Daniel Hudson","LAD","RP",299.0299987792969,62,-2.1253713713072067,-0.3560996991134937,-5.74097627443466,-5.753388976757579,7.662868384027946,-6.312967937584995,11.882027289707361,6.569059352122365,"7146"
"Taylor Rogers","SFG","RP",324.07000732421875,66,2.199356078855488,0.46784790335776616,-5.553150891931087,-5.753388976757579,2.0616237393029566,-6.5777121471724564,11.882027289707361,6.304315142534906,"13449"
"Alex Wood","SFG","SP",347.4100036621094,126.964,-2.305116422860556,-2.793732276453458,-0.1580889288816075,1.0939618403249234,-5.294341525337157,-9.457317313207856,14.737972710292768,6.280655397084913,"13781"
"Garrett Cleavinger","TBR","RP",679.3099975585938,62,3.042934743713394,-1.240673845812589,-4.99912338055618,-5.753388976757579,1.6026143079721364,-7.347637151440818,11.882027289707361,5.534390138266542,"17897"
"Jorge Lopez","MIN","RP",241.41000366210938,70,-0.5166017138171034,-3.4313764763236234,-5.890163120127756,-5.753388976757579,7.905987074368444,-7.685543212657616,11.882027289707361,5.196484077049744,"14527"
"Aaron Bummer","CHW","RP",651,66,5.244083675412982,-3.339952641180925,-5.893551320968724,-5.753388976757579,1.972549618965237,-7.770259644529008,11.882027289707361,5.111767645178352,"16258"
"Caleb Thielbar","MIN","RP",748.239990234375,64,1.0159399079951392,0.8578344647157732,-5.454733239055734,-5.753388976757579,1.2890594955313426,-8.04528834757106,11.882027289707361,4.836738942136304,"10078"
"Michael King","NYY","RP",610.2100219726562,58,2.3670407905587423,0.7099255464432015,-6.4248660626628995,-5.753388976757579,0.9327116286304358,-8.168577073788098,11.882027289707361,4.713450215919264,"19853"
"Bryan Abreu","HOU","RP",493.2099914550781,64,1.8756097438692325,-2.6530293788492,-5.116779979867375,-5.753388976757579,3.389090732354771,-8.25849785925015,11.882027289707361,4.623529430457211,"16609"
"Evan Phillips","LAD","RP",258.8299865722656,66,-0.27850179712991996,-1.7802914957515237,-5.2437677903032816,-5.753388976757579,4.755081745324708,-8.300868314617594,11.882027289707361,4.581158975089767,"17734"
"Steven Matz","STL","SP",327.69000244140625,123.801,-4.231873979889139,-1.7018152712635497,-0.8980711770972274,0.7987218650200928,-5.305534328326307,-11.33857289155613,14.737972710292768,4.399399818736639,"13361"
"Brock Burke","TEX","RP",583.52001953125,69,0.04504628677710621,-1.6388357133388434,-5.433495621076882,-5.753388976757579,4.2968534612380695,-8.48382056315813,11.882027289707361,4.3982067265492315,"17968"
