Name,Team,POS,ADP,IP,mERA,mWHIP,mSO,mSVHLD,PTS,aPOS,Dollars,PlayerId
Colin Poche,TBR,RP,723.9299926757812,58.2,-7.741637469963989,-4.338656068733258,-4.37840075803535,7.51037490429047,-8.948319392442121,5.097227315114666,-2.851092077327456,19403
Caleb Thielbar,MIN,RP,748.239990234375,59.1,-4.776796080635645,-4.378446284315111,-2.74065880295492,2.82083144554515,-9.075069722360519,5.097227315114666,-2.9778424072458534,10078
Jon Gray,TEX,SP,188.33999633789062,127.1,-16.199299193035262,-7.0904512541284745,2.78672029544155,-5.27928907410586,-25.78231922582804,21.52277268204318,-3.25954654378486,14916
Seth Martinez,HOU,RP,999,38.2,2.231302719544614,-0.39402023983087214,-7.03973143504105,-4.42664480887943,-9.62909376420674,5.097227315114666,-3.5318664490920737,21045
Michael Kopech,CHW,SP,294.30999755859375,119.1,-10.215442239399355,-10.385753507012254,-0.181686998141736,-5.27928907410586,-26.06217181865919,21.52277268204318,-3.5393991366160122,17282
Jose Leclerc,TEX,RP,170.27999877929688,47.2,-0.7605097073599065,-2.910673669165491,-5.40198947996062,-0.589745615360535,-9.66291847184655,5.097227315114666,-3.5656911567318836,14524
Joe Jimenez,ATL,RP,602.719970703125,56.2,-4.658995260551913,-2.249181499949199,-3.0477354195325,0.262898649865887,-9.69301353016772,5.097227315114666,-3.595786215053054,15761
Kevin Gausman,TOR,SP,56.720001220703125,174.2,-11.546973280073352,-19.58999651632009,10.054200221111,-5.27928907410586,-26.362058649388327,21.52277268204318,-3.8392859673451447,14107
Nick Sandlin,CLE,RP,999,44,1.9957021170707343,-3.063474932812039,-6.73265481846347,-2.29503414581338,-10.09546178001815,5.097227315114666,-3.9982344649034847,20517
Luis Garcia,SDP,RP,726.47998046875,61,-4.25994788460724,-5.99266264090561,-3.96896526926524,4.09979784338478,-10.121777951393302,5.097227315114666,-4.024550636278637,6984
Dylan Coleman,KCR,RP,603.4500122070312,68,-0.5424255969497428,-7.47922336763981,-3.66188865268766,1.54186504770552,-10.141672569571691,5.097227315114666,-4.044445254457024,22276
Lance Lynn,CHW,SP,131.86000061035156,121.2,-15.990901727964424,-7.123886023979865,1.76313157351628,-5.27928907410586,-26.63094525253387,21.52277268204318,-4.1081725704906855,2520
Bailey Falter,PHI,SP,421.4100036621094,84,-9.790120125359104,-8.304291925157711,-3.35481203611008,-5.27928907410586,-26.728513160732742,21.52277268204318,-4.205740478689559,20070
Devin Smeltzer,,SP,999,70.1,-7.224558211802305,-7.3955014831583314,-6.83501369065599,-5.27928907410586,-26.734362459722483,21.52277268204318,-4.211589777679301,19487
Martin Perez,TEX,SP,317.4800109863281,196.1,-3.776273798704151,-24.08946268267893,6.36928082217999,-5.27928907410586,-26.775744733308933,21.52277268204318,-4.252972051265755,6902
Alex Lange,DET,RP,217,63.1,-4.595368615447401,-6.968322622607769,-2.53594105856986,3.67347571077157,-10.426156585853454,5.097227315114666,-4.328929270738787,19883
Daniel Castano,,SP,999,35.2,-4.93148460807458,-7.8536270484911554,-8.88219113450652,-5.27928907410586,-26.94659186517813,21.52277268204318,-4.423819183134946,19805
Drew Smith,NYM,RP,999,46,-2.9002863449163128,-3.0341857692288223,-5.50434835215314,0.689220782479098,-10.749599683819179,5.097227315114666,-4.652372368704514,17755
Hunter Harvey,WSN,RP,516.6900024414062,39.1,0.6627784774355303,-2.5525741877800012,-6.32321932969336,-2.72135627842659,-10.934371318464418,5.097227315114666,-4.837144003349752,15507
Steven Wilson,SDP,RP,999,53,-1.9027834361212725,-0.8129099643202913,-5.50434835215314,-2.72135627842659,-10.941398031021295,5.097227315114666,-4.84417071590663,20353
Carl Edwards Jr.,WSN,RP,702,62,-0.3612302315883666,-6.507708992205822,-5.19727173557556,1.11554291509231,-10.950668044277444,5.097227315114666,-4.853440729162778,13607
Dylan Floro,MIA,RP,263.5199890136719,53.2,-1.8483781990087693,-4.4118789776912966,-6.01614271311578,1.11554291509231,-11.16085697472354,5.097227315114666,-5.063629659608873,13394
Gregory Soto,PHI,RP,349.3800048828125,60.1,-3.598097806479227,-11.249783832717142,-4.78783624680545,8.36301916951689,-11.272698716484932,5.097227315114666,-5.175471401370267,19677
Sam Moll,OAK,RP,999,43.1,-0.9691403099511962,-5.67214145916448,-6.22086045750083,1.54186504770552,-11.320277178910988,5.097227315114666,-5.223049863796322,14874
Kendall Graveman,CHW,RP,247.7899932861328,65,-3.1718472931315103,-12.820066443932824,-4.17368301365029,8.78934130213007,-11.376255448584523,5.097227315114666,-5.279028133469857,15514
Steven Matz,STL,SP/RP,327.69000244140625,48,-12.32964043834079,-5.653351271104702,-5.40198947996062,-4.42664480887943,-27.811625998285535,21.52277268204318,-5.2888533162423546,13361
Enyel De Los Santos,CLE,RP,750.4500122070312,53.1,-1.875581336411813,-1.2881681765138464,-4.68547737461293,-3.57400054365301,-11.423227431191595,5.097227315114666,-5.326000116076931,18403
Taylor Rogers,SFG,RP,324.07000732421875,64.1,-13.390074730453321,-5.364605241540705,-2.3312233141848,9.64198556735649,-11.443917718822311,5.097227315114666,-5.346690403707645,13449
Walker Buehler,LAD,SP,748.6199951171875,65,-8.611886050856423,-9.112229912290093,-4.99255399119051,-5.27928907410586,-27.995959028442876,21.52277268204318,-5.473186346399693,19374
Seth Lugo,SDP,RP,501.54998779296875,65,-5.8918666719939665,-4.874702447555544,-3.86660639707271,2.82083144554515,-11.812344071077069,5.097227315114666,-5.715116755962404,12447
Tylor Megill,NYM,SP/RP,409.9700012207031,47.1,-11.667790360212775,-5.6135631319980455,-5.7090660965382,-5.27928907410586,-28.26970866285487,21.52277268204318,-5.74693598081169,21318
Josh Hader,SDP,RP,34.900001525878906,50,-12.692263268890407,-6.683443973705123,-2.63829993076238,10.0683076999697,-11.945699473388185,5.097227315114666,-5.848472158273521,14212
David Price,,RP,999,40.1,0.9348036253044626,-3.0676205390802096,-7.14209030723358,-2.72135627842659,-11.996263499435912,5.097227315114666,-5.899036184321245,3184
Erasmo Ramirez,WSN,RP,749.239990234375,86.1,-1.9654827196119,-2.3939697766662307,-4.68547737461293,-3.1476784110398,-12.192608281930857,5.097227315114666,-6.095380966816191,10314
Patrick Sandoval,LAA,SP,211.33999633789062,148.2,-3.206183977778344,-24.73797404072828,4.52682112271452,-5.27928907410586,-28.696625969897966,21.52277268204318,-6.173853287854783,19447
JP Sears,OAK,SP,537.6599731445312,70,-8.158433437799244,-9.56869793642387,-5.7090660965382,-5.27928907410586,-28.715486544867172,21.52277268204318,-6.192713862823989,23429
Jose Quijada,LAA,RP,742.52001953125,40.2,-5.384705121304889,-2.4834948086149295,-5.60670722434567,1.11554291509231,-12.359364239173182,5.097227315114666,-6.262136924058517,19200
Brad Hand,,RP,749.8099975585938,45,-0.4522921139227894,-7.286357815754983,-7.03973143504105,2.39450931293194,-12.38387205178688,5.097227315114666,-6.286644736672214,9111
Diego Castillo,SEA,RP,587.8300170898438,54.1,-5.230248693692823,-3.392287327089514,-5.50434835215314,1.54186504770552,-12.585019325229961,5.097227315114666,-6.487792010115294,17496
Dean Kremer,BAL,SP,517.47998046875,125.1,-6.76994509961079,-15.065104414088967,-2.02414669760722,-5.27928907410586,-29.138485285412834,21.52277268204318,-6.615712603369653,19350
Chase De Jong,PIT,RP,999,71.2,0.32805404607597055,-4.677969515009369,-4.89019511899798,-3.57400054365301,-12.81411113158439,5.097227315114666,-6.716883816469724,15036
Jordan Hicks,STL,SP/RP,676.2100219726562,61.1,-13.299477047772635,-9.64606645165008,-4.48075963022787,-1.86871201320016,-29.295015142850755,21.52277268204318,-6.772242460807571,19618
Taijuan Walker,PHI,SP,309.6199951171875,157.1,-12.571908313017547,-14.066782710715291,2.5820025510565,-5.27928907410586,-29.335977546782196,21.52277268204318,-6.813204864739017,11836
Justin Steele,CHC,SP,267.54998779296875,119,-5.709278707671385,-20.50431395665507,1.96784931790134,-5.27928907410586,-29.525032420530973,21.52277268204318,-7.002259738487792,17312
Matt Brash,SEA,SP/RP,468.239990234375,50.2,-9.011165526627964,-14.519940451810672,-4.5831185024204,-1.44238988058695,-29.556614361445995,21.52277268204318,-7.033841679402814,25756
Jack Flaherty,STL,SP,219.66000366210938,36,-5.620537823605637,-11.125995583522185,-7.55152579600368,-5.27928907410586,-29.57734827723736,21.52277268204318,-7.054575595194175,17479
Carlos Estevez,LAA,RP,253.27999877929688,57,-4.441375349795484,-4.462168168796588,-5.40198947996062,1.11554291509231,-13.18999008346038,5.097227315114666,-7.092762768345713,14542
Keegan Akin,BAL,RP,738.760009765625,81.2,-4.205079485534588,-2.9424508978178263,-3.0477354195325,-3.1476784110398,-13.342944213924705,5.097227315114666,-7.2457168988100396,19362
Reid Detmers,LAA,SP,204.07000732421875,129,-13.869104744431885,-12.41250414236171,1.55841382913123,-5.27928907410586,-30.002484131768224,21.52277268204318,-7.479711449725039,27468
Robbie Ray,SEA,SP,97.02999877929688,189,-19.30775090319559,-16.30104763269158,10.7707123264587,-5.27928907410586,-30.11737528353436,21.52277268204318,-7.5946026014911805,11486
Roansy Contreras,PIT,SP,286.4800109863281,95,-10.42453600395079,-12.380728990184574,-2.12650556979975,-5.27928907410586,-30.211059638040965,21.52277268204318,-7.688286955997784,22810
Jake Woodford,STL,RP,750.8900146484375,48.1,2.204331681968436,-2.4207729516555276,-8.47275564573643,-5.27928907410586,-13.968485989529375,5.097227315114666,-7.871258674414708,18674
Andrew Wantz,LAA,RP,999,50.1,-2.6916567800186106,-3.4508656542559484,-5.60670722434567,-2.29503414581338,-14.044263804433605,5.097227315114666,-7.947036489318938,24933
Trevor Gott,SEA,RP,999,45.2,-6.744598760822683,-0.29150816728961526,-6.42557820188589,-0.589745615360535,-14.051430745358724,5.097227315114666,-7.954203430244057,15046
Garrett Hill,DET,SP/RP,999,60.1,-8.131463437916654,-10.720092899625325,-6.83501369065599,-4.85296694149265,-30.539536969690616,21.52277268204318,-8.016764287647431,25097
Craig Kimbrel,PHI,RP,272.54998779296875,60,-6.345319285051143,-9.18545282124813,-3.55952978049513,4.9524421086112,-14.137859778183197,5.097227315114666,-8.040632463068532,6655
Pablo Lopez,MIN,SP,162.75999450683594,180,-19.035957855153526,-13.254703270265143,6.88107518314263,-5.27928907410586,-30.688875016381886,21.52277268204318,-8.166102334338705,17085
Michael Fulmer,,RP,726.4500122070312,63.2,-4.5681654780443575,-11.681106223060675,-4.68547737461293,6.65773063906405,-14.277018436653911,5.097227315114666,-8.179791121539242,13218
Nathan Eovaldi,TEX,SP,239.5500030517578,109.1,-12.935693718088679,-12.121272124203795,-0.386404742526789,-5.27928907410586,-30.722659658925124,21.52277268204318,-8.19988697688194,9132
Tanner Houck,BOS,RP,389,60,-2.718626779901202,-4.947925356513584,-5.19727173557556,-1.44238988058695,-14.306213752577303,5.097227315114666,-8.208986437462638,19879
Beau Brieske,DET,SP,747.030029296875,81.2,-12.365137622121956,-7.709669295644194,-5.40198947996062,-5.27928907410586,-30.75608547183262,21.52277268204318,-8.233312789789437,26079
Matt Strahm,PHI,RP,746.7899780273438,44.2,-5.203277656116645,-5.073371146907589,-5.60670722434567,1.54186504770552,-14.341490979664384,5.097227315114666,-8.244263664549718,13799
Nabil Crismatt,SDP,RP,750.8599853515625,67.1,-1.6939217713967039,-5.320671496165877,-4.27604188584281,-3.1476784110398,-14.438313564445199,5.097227315114666,-8.341086249330532,17732
Tyler Wells,BAL,SP,522.969970703125,103.2,-16.353988758167784,-6.328106630045176,-3.15009429172502,-5.27928907410586,-31.111478754043826,21.52277268204318,-8.588706072000647,20000
Anibal Sanchez,,SP,999,69.1,-11.123275864821176,-8.999218864225394,-6.01614271311578,-5.27928907410586,-31.417926516268203,21.52277268204318,-8.895153834225022,3284
Konnor Pilkington,CLE,SP,749.1699829101562,58,-6.889369580789008,-13.452269449565897,-5.81142496873072,-5.27928907410586,-31.43235307319149,21.52277268204318,-8.909580391148305,21453
Ryan Thompson,TBR,RP,999,42.2,-4.840654825567025,-3.5135875112153494,-6.93737256284853,0.262898649865887,-15.02871624976501,5.097227315114666,-8.931488934650343,16647
Zach Pop,TOR,RP,999,39,-0.2710967485614131,-2.6070069086782643,-8.3703967735439,-4.00032267626622,-15.248823107049802,5.097227315114666,-9.151595791935133,20185
Keegan Thompson,CHC,SP,543.4500122070312,115,-12.237418056872025,-14.736292019811499,0.125389618435845,-4.85296694149265,-31.70128739974032,21.52277268204318,-9.178514717697142,19795
Connor Brogdon,PHI,RP,743.9000244140625,44,-2.5376635143666917,-5.182238665179313,-5.81142496873072,-1.86871201320016,-15.400039161476899,5.097227315114666,-9.302811846362232,21205
Jameson Taillon,CHC,SP,245.7899932861328,177.1,-21.638175376238657,-9.53636361014858,4.52682112271452,-5.27928907410586,-31.927006937778586,21.52277268204318,-9.404234255735403,11674
Cole Ragans,TEX,SP,999,40,-9.065802863567335,-9.478344457080295,-8.16567902915885,-5.27928907410586,-31.989115423912335,21.52277268204318,-9.46634274186915,21846
Tanner Banks,CHW,RP,999,53,-1.9027834361212725,-2.9316736966875654,-5.91378384092325,-4.85296694149265,-15.601207915224734,5.097227315114666,-9.503980600110065,16990
Andrew Bellatti,PHI,RP,750.5399780273438,54.1,-3.416902441117851,-8.689196658007699,-2.94537654733996,-0.589745615360535,-15.641221261826056,5.097227315114666,-9.543993946711389,10657
Max Castillo,KCR,SP/RP,999,39.1,-12.937318416876751,-6.79010165251455,-7.14209030723358,-5.27928907410586,-32.14879945073073,21.52277268204318,-9.626026768687549,21956
Andre Pallante,STL,SP,732.1400146484375,108,-5.0748628290797,-22.25447715563822,-3.4571709083026,-1.44238988058695,-32.22890077360748,21.52277268204318,-9.706128091564299,26108
Jose Suarez,LAA,SP,362.6199951171875,109,-13.869568944085621,-12.705395778193871,-0.386404742526789,-5.27928907410586,-32.240658538912136,21.52277268204318,-9.717885856868955,19911
David Phelps,,RP,999,63.2,-0.9414729728944163,-9.562342490693402,-4.37840075803535,-1.01606774797374,-15.898283969596914,5.097227315114666,-9.801056654482245,6316
Clarke Schmidt,NYY,RP,495.45001220703125,57.2,-2.57362386010801,-5.4126825167085,-5.19727173557556,-2.72135627842659,-15.904934390818662,5.097227315114666,-9.807707075703995,19899
David Peterson,NYM,SP,389.8999938964844,105.2,-12.183245957279976,-17.422327061390156,1.96784931790134,-4.85296694149265,-32.490690642261434,21.52277268204318,-9.967917960218255,20302
Eric Lauer,MIL,SP,280,158.2,-15.89937564597627,-16.64616422643492,5.14097435586968,-5.27928907410586,-32.683854590647364,21.52277268204318,-10.161081908604183,19316
Daulton Jefferies,OAK,SP,999,39.1,-12.030645290589264,-7.319792585606368,-8.06332015696632,-5.27928907410586,-32.6930471072678,21.52277268204318,-10.17027442522462,19345
Taylor Clarke,KCR,RP,750.7100219726562,49,-6.617576532746943,-4.0496338900376365,-6.01614271311578,0.262898649865887,-16.420454486034473,5.097227315114666,-10.323227170919806,17611
Vince Velasquez,PIT,SP,684.1699829101562,75.1,-15.837836861619982,-8.381660440383929,-3.86660639707271,-4.85296694149265,-32.93907064056926,21.52277268204318,-10.416297958526076,11189
Johnny Cueto,MIA,SP,478.1000061035156,158.1,-10.48653691257364,-16.70059279438278,-0.488763614719316,-5.27928907410586,-32.95518239578159,21.52277268204318,-10.432409713738407,6893
Matthew Festa,SEA,RP,750.719970703125,54,-7.977470172264738,-2.917029114895959,-4.37840075803535,-1.86871201320016,-17.141612058396213,5.097227315114666,-11.044384743281544,19330
Cal Quantrill,CLE,SP,326.7900085449219,186.1,-12.84323716140587,-17.87961730349319,2.17256706228638,-5.27928907410586,-33.82957647671852,21.52277268204318,-11.306803794675341,19312
Jared Koenig,,SP/RP,999,39.1,-12.030645290589264,-7.849483518698188,-8.67747339012151,-5.27928907410586,-33.83689127351479,21.52277268204318,-11.314118591471606,27517
Hunter Greene,CIN,SP,112.66000366210938,125.2,-22.156186146788574,-12.36221702773161,5.85748646121737,-5.27928907410586,-33.94020578740867,21.52277268204318,-11.417433105365493,22182
Davis Martin,CHW,SP/RP,714.52001953125,63.1,-13.662099878322255,-9.087086354975042,-6.01614271311578,-5.27928907410586,-34.04461802051893,21.52277268204318,-11.521845338475748,21448
Corey Knebel,,RP,750.52001953125,44.2,-3.389931403541674,-8.2515167454585,-6.73265481846347,0.689220782479098,-17.684882184984545,5.097227315114666,-11.58765486986988,15010
Bryan Baker,BAL,RP,734.0999755859375,69.2,-5.656035007386805,-7.885404277143493,-3.15009429172502,-1.01606774797374,-17.707601324229064,5.097227315114666,-11.6103740091144,19804
Lucas Luetge,ATL,RP,999,57.1,0.11919238135140156,-11.293717578091966,-4.78783624680545,-1.86871201320016,-17.831073456746186,5.097227315114666,-11.733846141631522,8337
Cory Abbott,WSN,SP/RP,999,48,-12.32964043834079,-10.420569668931071,-6.32321932969336,-5.27928907410586,-34.352718511071075,21.52277268204318,-11.82994582902789,20277
Tyler Matzek,ATL,RP,999,43.2,-3.6619565514106065,-5.6177066617910185,-7.2444491794261,-1.44238988058695,-17.966502273214687,5.097227315114666,-11.869274958100021,10058
Josh Winder,MIN,SP,726.0700073242188,67,-13.507874512843468,-9.61263168179869,-6.11850158530831,-5.27928907410586,-34.51829685405632,21.52277268204318,-11.995524172013136,24606
Hoby Milner,MIL,RP,999,64.2,-7.016160746731467,-5.310172520642441,-4.37840075803535,-1.44238988058695,-18.147123905996207,5.097227315114666,-12.049896590881541,13346
Aaron Loup,LAA,RP,999,58.2,-6.834964343676504,-8.576183533467805,-5.60670722434567,2.82083144554515,-18.19702365594483,5.097227315114666,-12.099796340830167,10343
Jimmy Lambert,CHW,RP,999,47,-2.6282611970473804,-8.316450518355401,-6.32321932969336,-1.01606774797374,-18.28399879306989,5.097227315114666,-12.186771477955222,19541
Phil Maton,HOU,RP,999,65.2,-7.650808725150021,-7.9439826043099275,-3.4571709083026,0.689220782479098,-18.36274145528346,5.097227315114666,-12.26551414016879,18064
Luis Cessa,CIN,SP,731.3800048828125,80.2,-15.357182148853346,-11.432150409078531,-4.89019511899798,-3.1476784110398,-34.82720608796966,21.52277268204318,-12.304433405926476,13345
Humberto Castellanos,ARI,SP,999,44.1,-13.390538930107056,-8.835642475923786,-7.65388466819622,-5.27928907410586,-35.15935514833291,21.52277268204318,-12.636582466289724,21183
Mark Leiter Jr.,,RP,750.9299926757812,67.2,-8.920104681987127,-4.206856909083976,-3.4571709083026,-2.29503414581338,-18.87916664518708,5.097227315114666,-12.781939330072417,15551
Mychal Givens,BAL,RP,737.9000244140625,61.1,-4.23274578489778,-9.64606645165008,-3.66188865268766,-1.44238988058695,-18.983090769822475,5.097227315114666,-12.885863454707808,10430
Jose Urquidy,HOU,SP,289.6199951171875,164.1,-20.641136667097356,-12.375197838898575,2.78672029544155,-5.27928907410586,-35.50890328466023,21.52277268204318,-12.986130602617047,18413
Tommy Henry,ARI,SP,999,47,-12.60166558620972,-10.435214250722675,-7.2444491794261,-5.27928907410586,-35.56061809046436,21.52277268204318,-13.037845408421171,26285
Eduardo Rodriguez,DET,SP,328.6600036621094,91,-12.419309721714002,-14.55807104971828,-3.55952978049513,-5.27928907410586,-35.81619962603327,21.52277268204318,-13.293426943990085,13164
Aaron Civale,CLE,SP,311.239990234375,97,-21.667236349950237,-8.113912361866806,-0.898199103489429,-5.27928907410586,-35.95863688941231,21.52277268204318,-13.435864207369136,19479
Michael Lorenzen,DET,SP,456.3399963378906,97.2,-15.266120266518918,-13.301956250988466,-2.22886444199228,-5.27928907410586,-36.07623003360552,21.52277268204318,-13.553457351562335,14843
Mike Clevinger,CHW,SP,368.30999755859375,114.1,-18.8289529890439,-10.458976415970293,-1.61471120883711,-5.27928907410586,-36.18192968795716,21.52277268204318,-13.659157005913977,12808
Buck Farmer,CIN,RP,999,47,-5.348280575909836,-6.727377719079946,-5.40198947996062,-2.29503414581338,-19.77268192076378,5.097227315114666,-13.675454605649112,14814
Austin Pruitt,,RP,999,55.1,-8.584916050973831,-0.1994971467469925,-7.03973143504105,-4.00032267626622,-19.824467309028094,5.097227315114666,-13.72723999391343,15290
Tim Hill,SDP,RP,999,48,-4.169582301753421,-5.1236603380128845,-8.3703967735439,-2.29503414581338,-19.958673559123582,5.097227315114666,-13.861446244008919,16814
Will Smith,,RP,700.7899780273438,59,-7.524017559207561,-11.848552068498831,-4.27604188584281,3.67347571077157,-19.97513580277764,5.097227315114666,-13.877908487662976,8048
Tyler Mahle,MIN,SP,285.3399963378906,120.2,-20.79629250727078,-12.435439936689658,1.96784931790134,-5.27928907410586,-36.54317220016496,21.52277268204318,-14.020399518121778,16358
Jharel Cotton,,RP,999,43,-3.7163617885231104,-5.196883246970924,-6.93737256284853,-4.42664480887943,-20.27726240722199,5.097227315114666,-14.180035092107321,13654
Joey Krehbiel,BAL,RP,999,57.2,-7.106989491545437,-6.472064382892137,-6.32321932969336,-0.589745615360535,-20.49201881949147,5.097227315114666,-14.394791504376803,13707
Jonathan Loaisiga,NYY,RP,573.2100219726562,48,-6.889601680615876,-6.712733137288339,-7.14209030723358,-0.163423482747323,-20.907848607885118,5.097227315114666,-14.810621292770453,19753
Jarlin Garcia,PIT,RP,999,65,-6.7985397982814515,-5.934084313739181,-5.19727173557556,-3.1476784110398,-21.077574258635995,5.097227315114666,-14.980346943521328,18282
MacKenzie Gore,WSN,SP,393.69000244140625,70,-12.691799069236671,-16.454680066617513,-3.55952978049513,-4.85296694149265,-37.55897585784196,21.52277268204318,-15.036203175798775,22201
Reyes Moronta,TEX,RP,749.5900268554688,37.2,-6.200780564911687,-5.1758832194488456,-7.03973143504105,-2.72135627842659,-21.137751497828173,5.097227315114666,-15.040524182713504,14966
Tyler Rogers,SFG,RP,999,75.2,-6.743903499035668,-9.91630051876112,-5.91378384092325,1.11554291509231,-21.458444943627736,5.097227315114666,-15.361217628513067,15541
Phil Bickford,LAD,RP,999,61,-12.420006021194608,-2.2848261092628794,-4.07132414145777,-2.72135627842659,-21.497512550341842,5.097227315114666,-15.400285235227173,18519
Michael Pineda,,SP,746.3599853515625,46.2,-14.632631749541119,-9.811300381150739,-8.26803790135138,-5.27928907410586,-37.99125910614909,21.52277268204318,-15.468486424105908,5372
Wily Peralta,,RP,999,38.1,0.3907533295665979,-9.982891832857067,-7.65388466819622,-4.42664480887943,-21.67266798036611,5.097227315114666,-15.575440665251449,7738
Frankie Montas,NYY,SP,282.239990234375,144.1,-19.734927740463604,-16.905616939465283,3.60559127298177,-5.27928907410586,-38.31424248105298,21.52277268204318,-15.791469799009796,14309
Aroldis Chapman,KCR,RP,326.0299987792969,36.1,-6.500008850183664,-7.89341726407301,-6.52793707407841,-1.01606774797374,-21.937430936308836,5.097227315114666,-15.84020362119417,10233
Alex Cobb,SFG,SP,226.3800048828125,149.2,-15.627582597934204,-22.07487479347758,4.52682112271452,-5.27928907410586,-38.45492534280312,21.52277268204318,-15.93215266075994,6562
Manny Banuelos,,RP,999,41,-6.9804314631234305,-5.755863343645959,-6.63029594627094,-2.72135627842659,-22.08794703146692,5.097227315114666,-15.990719716352256,5365
Paul Blackburn,OAK,SP,572.7899780273438,111.1,-17.831682180075724,-13.681055759896033,-1.81942895322217,-5.27928907410586,-38.61145596729978,21.52277268204318,-16.088683285256597,14739
Jesse Chavez,ATL,RP,999,69.1,-7.496583359671236,-10.588291663500852,-3.35481203611008,-1.01606774797374,-22.45575480725591,5.097227315114666,-16.358527492141246,5448
Lucas Gilbreath,COL,RP,747.6599731445312,43,-6.436381167385567,-9.96410164479729,-5.91378384092325,-0.163423482747323,-22.477690135853432,5.097227315114666,-16.380462820738767,21290
Cole Irvin,BAL,SP,444.1700134277344,181,-23.29729833872202,-12.71036775538172,2.17256706228638,-5.27928907410586,-39.114388105923204,21.52277268204318,-16.591615423880018,19244
Steve Cishek,,RP,999,66.1,-10.126005055853005,-6.924388877232947,-3.35481203611008,-2.29503414581338,-22.700240115009404,5.097227315114666,-16.603012799894735,6483
Ryan Yarbrough,KCR,SP,639.760009765625,80,-14.504913221984774,-14.71916144942597,-4.68547737461293,-5.27928907410586,-39.188841120129524,21.52277268204318,-16.66606843808634,16502
Trent Thornton,TOR,RP,999,46,-6.5269788500662544,-5.1529495015960975,-7.14209030723358,-4.00032267626622,-22.822341335162147,5.097227315114666,-16.725114020047485,17948
Kyle Hendricks,CHC,SP,566.969970703125,84.1,-17.922976162237013,-11.95769573590218,-4.17368301365029,-5.27928907410586,-39.333643985895336,21.52277268204318,-16.810871303852156,12049
Genesis Cabrera,STL,RP,999,44.2,-8.829970161266587,-7.192134879274864,-7.65388466819622,0.689220782479098,-22.986768926258566,5.097227315114666,-16.8895416111439,17490
Emilio Pagan,MIN,RP,742.0700073242188,63,-10.969282599169258,-11.26028280824058,-2.3312233141848,1.54186504770552,-23.018923673889123,5.097227315114666,-16.921696358774458,14771
Matt Barnes,MIA,RP,662.3400268554688,39.2,-6.563403395461307,-8.854430587508363,-7.44916692381116,-0.163423482747323,-23.030424389528147,5.097227315114666,-16.93319707441348,12863
Noah Syndergaard,LAD,SP,304.4100036621094,134.2,-16.987940437105735,-16.467943256341684,-1.20527572006701,-5.27928907410586,-39.94044848762028,21.52277268204318,-17.417675805577097,11762
Albert Abreu,NYY,RP,999,38.2,-2.3020629118928126,-9.39876610239179,-7.03973143504105,-4.85296694149265,-23.59352739081829,5.097227315114666,-17.496300075703626,17485
Brett Martin,TEX,RP,999,50,-7.252224511165496,-8.8022077060724,-6.83501369065599,-1.01606774797374,-23.905513655867637,5.097227315114666,-17.80828634075297,17369
Michael Rucker,CHC,RP,999,54.2,-7.016391808864748,-7.575379994450599,-5.81142496873072,-3.57400054365301,-23.977197315699083,5.097227315114666,-17.879970000584418,19454
Joel Payamps,MIL,RP,999,55.2,-3.1176741558458754,-10.209190078118084,-6.73265481846347,-4.00032267626622,-24.05984172869365,5.097227315114666,-17.96261441357898,14332
Brent Suter,COL,RP,750.6799926757812,66.2,-7.378783577281088,-6.3402652232428665,-5.50434835215314,-4.85296694149265,-24.076364094169737,5.097227315114666,-17.97913677905507,13942
Jose Cuas,KCR,RP,999,37.2,-3.48076118604923,-13.121247215826125,-7.44916692381116,-0.163423482747323,-24.21459880843383,5.097227315114666,-18.117371493319165,17701
Victor Arano,WSN,RP,745,42,-7.615079441541983,-8.389673427313442,-6.42557820188589,-1.86871201320016,-24.29904308394148,5.097227315114666,-18.201815768826815,15915
Joely Rodriguez,BOS,RP,999,50.1,-9.038368664031008,-8.747774985174134,-5.09491286338304,-1.44238988058695,-24.323446393175136,5.097227315114666,-18.22621907806047,11487
Matt Foster,CHW,RP,999,45,-7.705677124222671,-7.286357815754983,-6.63029594627094,-2.72135627842659,-24.343687164675185,5.097227315114666,-18.24645984956052,19647
Jackson Stephens,ATL,RP,999,53.2,-5.4750707041587106,-9.179097375517664,-6.11850158530831,-3.57400054365301,-24.34667020863769,5.097227315114666,-18.249442893523025,14420
Amir Garrett,KCR,RP,999,45.1,-10.398494403375668,-7.2319250948567175,-5.91378384092325,-1.01606774797374,-24.560271087129383,5.097227315114666,-18.463043772014718,14375
Andres Machado,,RP,999,59.1,-3.8701229543481603,-10.734737481416936,-6.22086045750083,-4.00032267626622,-24.826043569532146,5.097227315114666,-18.728816254417477,14681
Dauri Moreta,PIT,RP,750.1300048828125,38.1,-10.489324185883225,-3.0969097026634267,-6.93737256284853,-4.42664480887943,-24.950251260274605,5.097227315114666,-18.85302394515994,21101
Jakob Junis,SFG,SP,625.47998046875,112,-19.400205384491223,-15.839607631369963,-0.898199103489429,-5.27928907410586,-41.41730119345646,21.52277268204318,-18.894528511413277,13619
Tyler Duffey,,RP,999,44,-9.791048524666575,-7.830693330638406,-6.93737256284853,-0.589745615360535,-25.148860033514033,5.097227315114666,-19.05163271839937,13758
